position,club,name,this_season_pts,last_season_pts,price,change,status,played,points_per_match,home_pts,home_average,away_pts,away_average
Midfielder,Espanyol,Pol Lozano,0,106,890000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Rayo Vallecano,Balliu,0,79,890000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Ejuke,0,108,890000,40000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Levante,Pablo Campos,0,93,880000,70000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Madrid,Endrick,0,55,880000,30000,Injured. Hamstring joint injury of the right leg. Estimated return: early September.,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Osasuna,Bretones,0,122,880000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Gorosabel,0,87,870000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Levante,De la Fuente,0,0,870000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Jon Martín,0,54,850000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Rayo Vallecano,Unai López,0,124,830000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Getafe,Aleñá,0,86,830000,20000,Fit,0,0.0,0,0.0,0,0.0
Coach,Valencia,Corberán,0,34,830000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Rayo Vallecano,Camello,0,55,820000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Mallorca,Morlanes,0,94,820000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Sevilla,Jordán,0,138,800000,40000,Injured. Herniated disc surgery. Estimated return: Mid-October.,0,0.0,0,0.0,0,0.0
Midfielder,Atlético,Koke,0,125,790000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Rayo Vallecano,Óscar Valentín,0,118,790000,30000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Villarreal,Diego Conde,0,97,790000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Levante,Pampín,0,0,790000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Mumin,0,118,770000,10000,Doubt. Knee injury.,0,0.0,0,0.0,0,0.0
Midfielder,Sevilla,Sow,0,115,750000,60000,Fit,0,0.0,0,0.0,0,0.0
Coach,Celta,Claudio Giráldez,0,0,750000,80000,Fit,0,0.0,0,0.0,0,0.0
Coach,Real Sociedad,Sergio Francisco,0,0,750000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Sociedad,Óskarsson,0,62,740000,90000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Elche,Josan,0,0,720000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Mallorca,Asano,0,83,720000,30000,Fit,0,0.0,0,0.0,0,0.0
Coach,Girona,Michel,0,41,700000,30000,Fit,0,0.0,0,0.0,0,0.0
Coach,Rayo Vallecano,Íñigo Pérez,0,52,660000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Manu Sánchez,0,112,650000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Barcelona,Pau Víctor,0,52,650000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Sociedad,Pedraza,0,42,640000,0,Fit,0,0.0,0,0.0,0,0.0
Coach,Osasuna,Alessio Lisci,0,0,640000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Elche,El Ghezouani,0,0,620000,50000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Valencia,Dimitrievski,0,13,610000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Traoré,0,40,600000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Elche,Pétrot,0,0,600000,10000,Fit,0,0.0,0,0.0,0,0.0
Coach,Mallorca,Arrasate,0,48,580000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Mallorca,Larin,0,122,580000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Real Oviedo,Moldovan,0,0,580000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Levante,Matías Moreno,0,0,560000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Levante,Toljan,0,0,550000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,David Alaba,0,18,540000,20000,Doubt. Muscle injury in the soleus of the left leg.,0,0.0,0,0.0,0,0.0
Goalkeeper,Betis,Adrián,0,69,540000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Girona,Van de Beek,0,104,540000,20000,Injured. Heel surgery. Estimated return: Mid-September.,0,0.0,0,0.0,0,0.0
Coach,Getafe,Bordalás,0,42,520000,30000,Fit,0,0.0,0,0.0,0,0.0
Coach,Sevilla,Almeyda,0,0,520000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Barcelona,Christensen,0,22,510000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Villarreal,Akhomach,0,50,480000,0,Doubt. Recovery from rupture of the anterior cruciate ligament.,0,0.0,0,0.0,0,0.0
Defender,Levante,Matías Moreno,0,79,470000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Madrid,Mario Martín,0,75,470000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Alavés,Pablo Ibáñez,0,86,470000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward,Girona,Abel Ruiz,0,76,470000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Luengo,0,0,450000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,David Costas,0,0,440000,10000,Suspended. Direct red.,0,0.0,0,0.0,0,0.0
Goalkeeper,Real Madrid,Lunin,0,29,440000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Villarreal,Etta Eyong,0,16,430000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Perraud,0,80,430000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Betis,Bakambu,0,111,430000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Sociedad,Turrientes,0,62,410000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Atlético,Molina,0,96,410000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Alhassane,0,0,400000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Barcelona,Oriol Romeu,0,77,390000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Getafe,Coba Gomes,0,78,390000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Hugo Rincón,0,0,390000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Elche,Germán Valera,0,18,380000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,Unai Gómez,0,95,380000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Alavés,Toni Martínez,0,74,370000,0,Injured. Ankle injury. Estimated return: End of August.,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Viñas,0,0,370000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Alavés,Guevara,0,101,360000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Getafe,Juanmi,0,63,350000,20000,Fit,0,0.0,0,0.0,0,0.0
Coach,Espanyol,Manolo González,0,42,350000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Levante,Matturro,0,0,350000,20000,Doubt. Muscle injury in the rectus femoris of the left leg.,0,0.0,0,0.0,0,0.0
Defender,Barcelona,Héctor Fort,0,53,340000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Athletic,Urko Izeta,0,0,330000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Alavés,Calebe,0,0,320000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Betis,Bellerín,0,32,310000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Levante,Iván Romero,0,0,310000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Sevilla,Peque,0,82,310000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Mallorca,Mascarell,0,105,300000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Domingos Duarte,0,81,300000,10000,Suspended. Direct red.,0,0.0,0,0.0,0,0.0
Goalkeeper,Barcelona,Iñaki Peña,0,81,300000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Pacha Espino,0,54,300000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Salinas,0,0,300000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Luka Ilic,0,0,300000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Chimy Ávila,0,62,280000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Dominguès,0,0,280000,10000,Fit,0,0.0,0,0.0,0,0.0
Coach,Real Oviedo,Paunovic,0,0,280000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Atlético,Carlos Martín,0,88,270000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Villarreal,Forés,0,0,270000,20000,Fit,0,0.0,0,0.0,0,0.0
Coach,Elche,Eder Sarabia,0,0,270000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Miguel Rubio,0,0,260000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Osasuna,Herrando,0,66,260000,10000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Elche,Iturbe,0,0,260000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Levante,Julián Calero,0,0,260000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Mendy,0,32,250000,10000,Injured. Rupture of the proximal rectus anterior tendon in the right quadriceps. Estimated return: Mid-July.,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Elustondo,0,67,250000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Aihen,0,62,250000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Mallorca,Antonio Sánchez,0,101,240000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Rayo Vallecano,Gumbau,0,72,240000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Carlos Dominguez,0,64,240000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Kambwala,0,47,240000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Getafe,Adrián Liso,0,0,240000,0,Fit,0,0.0,0,0.0,0,0.0
Coach,Levante,Alex Sancris,0,0,240000,0,Suspended. Sanctioned day 1.,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Osasuna,Moi Gómez,0,61,230000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Getafe,Alex Sola,0,57,230000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Javi López,0,73,230000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Osasuna,Raul García,0,93,230000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Sociedad,Zakharyan,0,18,230000,0,Doubt. Ankle discomfort.,0,0.0,0,0.0,0,0.0
Defender,Valencia,Correia,0,32,220000,0,Injured. Recovery from cruciate ligament rupture. Estimated return: End of August.,0,0.0,0,0.0,0,0.0
Coach,Alavés,Eduardo Coudet,0,28,220000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,Vencedor,0,0,220000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Getafe,Dani Cárdenas,0,24,220000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Adrià Altimira,0,65,220000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Real Sociedad,Becker,0,74,220000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Yoel Lago,0,31,220000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Villarreal,Denis Suárez,0,62,210000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,Vesga,0,73,210000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Sevilla,Januzaj,0,66,210000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Calero,0,69,210000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Osasuna,Juan Cruz,0,74,210000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Rayo Vallecano,Dani Cárdenas,0,6,210000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Betis,Gonzalo Petit,0,0,210000,10000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Sevilla,Álvaro Fernández,0,29,200000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Alavés,Raúl Fernández,0,0,200000,10000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Celta,Iván Villar,0,12,200000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Elche,John Donald,0,0,200000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Iheanacho,0,12,200000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Ricardo Rodríguez,0,56,200000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Espanyol,Gragera,0,27,190000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Betis,Pablo García,0,51,190000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Rafa Mir,0,62,190000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Alberto del Moral,0,0,190000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward,Athletic,Djaló,0,55,190000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Pau Navarro,0,53,190000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Angel Ortiz,0,26,190000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Rayo Vallecano,Etienne Eto'o,0,3,190000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Pomares,0,0,190000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Elche,Mendoza,0,0,190000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Girona,Lekue,0,35,180000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Celta,Damián Rodríguez,0,57,180000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Osasuna,Aitor Fernández,0,11,180000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Jesús Vázquez,0,48,180000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Celta,Sotelo,0,78,180000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Betis,Vieites,0,15,180000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Girona,Jhon Solís,0,40,180000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Espanyol,Antoniu Roca,0,84,180000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Levante,Sergio Lozano,0,0,180000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Diaby,0,0,180000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Elche,Marc Aguado,0,0,180000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Paulino,0,0,170000,10000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Betis,Losada,0,56,170000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Jon Pacheco,0,37,170000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Osasuna,Iker Muñoz,0,57,170000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Valencia,Guillamón,0,18,170000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Osasuna,Iker Benito,0,4,170000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Boiro,0,53,170000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Elche,Diaby,0,0,170000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Yusi Enríquez,0,0,170000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Levante,Cabello,0,0,170000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Rayo Vallecano,Trejo,0,54,160000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Unai Núñez,0,34,160000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Elche,Jairo,0,0,160000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Getafe,Peter Federico,0,43,160000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Valencia,Fran Pérez,0,65,160000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Sevilla,Idumbo,0,40,160000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Ahijado,0,62,160000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Alavés,Abde Rebbach,0,20,160000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Mateu Morey,0,38,160000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Girona,Francés,0,47,160000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Atlético,Juan Musso,0,10,160000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Akor Adams,0,8,160000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Paraschiv,0,0,160000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Cardero,0,0,160000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Girona,Krapyvtsov,0,4,160000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Alavés,Manu Fernández,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Nikola Maras,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Sociedad,Carlos Fernández,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Girona,Juan Carlos,0,-3,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Mallorca,Cuéllar,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Mallorca,Daniel Luna,0,4,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Álvaro Lemos,0,0,150000,0,Injured. Ruptured anterior cruciate ligament in his left knee. Estimated return: End of September.,0,0.0,0,0.0,0,0.0
Forward,Alavés,Villalibre,0,36,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Odriozola,0,5,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Manu Fernández,0,38,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Espanyol,Pere Milla,0,62,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Real Madrid,Fran González,0,2,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Espanyol,Bauzà,0,7,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Atlético,Lemar,0,14,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Berrocal,0,47,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Levante,Óscar Clemente,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Girona,Jastin García,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Celta,Franco Cervi,0,19,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Kike Barja,0,46,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Mallorca,Abdón Prats,0,61,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Aidoo,0,9,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Valencia,Cristian Rivero,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Girona,Miovski,0,51,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Rubén Sánchez,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Rayo Vallecano,Nteka,0,79,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Athletic,Nico Serrano,0,10,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Espanyol,Javi Hernández,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Osasuna,Javi Llabrés,0,1,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Cömert,0,45,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Elche,Rafa Núñez,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Sevilla,Manu Bueno,0,25,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Villarreal,Jorge Pascual,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Athletic,Adu Ares,0,2,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Marcão,0,16,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Elche,Barzic,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Sociedad,Jon Karrikaburu,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Mallorca,Nianzou,0,23,150000,0,Injured. Myotendinous injury of the rectus anterior in his right leg. Estimated return: Mid-September.,0,0.0,0,0.0,0,0.0
Defender,Valencia,Özkacar,0,25,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Girona,Joel Roca,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Villarreal,Pau Cabanes,0,47,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Valencia,Alberto Marí,0,1,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Espanyol,Fortuño,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Levante,Pastor,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Van Der Heyden,0,4,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Real Sociedad,Unai Marrero,0,14,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Nianzou,0,43,150000,0,Doubt. Hernia operation.,0,0.0,0,0.0,0,0.0
Defender,Celta,Ristic,0,25,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Sociedad,Alberto Dadie,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Victor Parada,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Getafe,Risco,0,13,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Javier Rueda,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Espanyol,Gastón Valles,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Pelayo,0,7,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Osasuna,Ander Yoldi,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Valencia,Sergi Canós,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Athletic,Álex Padilla,0,27,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Moussa Diarra,0,67,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Hugo Novoa,0,14,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Mallorca,Bergström,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Mallorca,Marc Domenech,0,25,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,Peio Canales,0,26,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Betis,Mateo Flores,0,15,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Pablo Ramón,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Getafe,Letacek,0,7,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,David López,0,7,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Ramón Martínez,0,28,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Sociedad,Mariezkurrena,0,40,150000,0,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Alavés,Adrián Rodríguez,0,5,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Nobel Mendy,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Espanyol,Marcos Fernández,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Hugo Pérez,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Elche,Boayar,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Bekhoucha,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Elche,Yago Santiago,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Borja Sánchez,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Yayo González,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Davinchi,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Egiluz,0,0,150000,0,Fit,0,0.0,0,0.0,0,0.0
